Material,Material Description,Sales department Email,Technical Department Email,
908202121,"TAG,POLE NUMBERING,LTR""D"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202122,"TAG,POLE NUMBERING,LTR""E"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202123,"TAG,POLE NUMBERING,LTR""F"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202124,"TAG,POLE NUMBERING,LTR""G"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202125,"TAG,POLE NUMBERING,LTR""H"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202126,"TAG,POLE NUMBERING,LTR""I"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202127,"TAG,POLE NUMBERING,LTR""J"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202128,"TAG,POLE NUMBERING,LTR""K"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202129,"TAG,POLE NUMBERING,LTR""L"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202130,"TAG,POLE NUMBERING,LTR""M"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202131,"TAG,POLE NUMBERING,LTR""N"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202132,"TAG,POLE NUMBERING,LTR""O"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202133,"TAG,POLE NUMBERING,LTR""P"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202134,"TAG,POLE NUMBERING,LTR""Q"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202135,"TAG,POLE NUMBERING,LTR""R"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202136,"TAG,POLE NUMBERING,LTR""S"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202137,"TAG,POLE NUMBERING,LTR""T"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202138,"TAG,POLE NUMBERING,LTR""U"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202139,"TAG,POLE NUMBERING,LTR""V"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202140,"TAG,POLE NUMBERING,LTR""W"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202141,"TAG,POLE NUMBERING,LTR""X"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202142,"TAG,POLE NUMBERING,LTR""Y"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202143,"TAG,POLE NUMBERING,LTR""Z"",AL,20X1X47MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202144,"HOLDER,EQUIPMENT NUM TAG,AL,98X1X400MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202145,"TAG,EQUIP NUMBERING,DIGIT""O"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202146,"TAG,EQUIP NUMBERING,DIGIT""1"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202147,"TAG,EQUIP NUMBERING,DIGIT""2"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202148,"TAG,EQUIP NUMBERING,DIGIT""3"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202149,"TAG,EQUIP NUMBERING,DIGIT""4"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202150,"TAG,EQUIP NUMBERING,DIGIT""5"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202151,"TAG,EQUIP NUMBERING,DIGIT""6"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202152,"TAG,EQUIP NUMBERING,DIGIT""7"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202153,"TAG,EQUIP NUMBERING,DIGIT""8"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202154,"TAG,EQUIP NUMBERING,DIGIT""9"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202155,"TAG,EQUIP NUMBERING,DASH""-"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202156,"TAG,EQUIP NUMBERING,SLASH""/"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202157,"TAG,EQUIP NUMBERING,LTR""A"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202158,"TAG,EQUIP NUMBERING,LTR""B"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202159,"TAG,EQUIP NUMBERING,LTR""C"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202160,"TAG,EQUIP NUMBERING,LTR""D"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202161,"TAG,EQUIP NUMBERING,LTR""E"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202162,"TAG,EQUIP NUMBERING,LTR""F"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202163,"TAG,EQUIP NUMBERING,LTR""G"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202164,"TAG,EQUIP NUMBERING,LTR""H"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202165,"TAG,EQUIP NUMBERING,LTR""I"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202166,"TAG,EQUIP NUMBERING,LTR""J"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202167,"TAG,EQUIP NUMBERING,LTR""K"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202168,"TAG,EQUIP NUMBERING,LTR""L"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202169,"TAG,EQUIP NUMBERING,LTR""M"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202170,"TAG,EQUIP NUMBERING,LTR""N"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202171,"TAG,EQUIP NUMBERING,LTR""O"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202172,"TAG,EQUIP NUMBERING,LTR""P"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202173,"TAG,EQUIP NUMBERING,LTR""Q"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202174,"TAG,EQUIP NUMBERING,LTR""R"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202175,"TAG,EQUIP NUMBERING,LTR""S"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202176,"TAG,EQUIP NUMBERING,LTR""T"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202177,"TAG,EQUIP NUMBERING,LTR""U"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202178,"TAG,EQUIP NUMBERING,LTR""V"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202179,"TAG,EQUIP NUMBERING,LTR""W"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202180,"TAG,EQUIP NUMBERING,LTR""X"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202181,"TAG,EQUIP NUMBERING,LTR""Y"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202182,"TAG,EQUIP NUMBERING,LTR""Z"",AL,63X1X95",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202195,"WIRE,GUY,STL,12MM DIA,7/4MM,101KN,LH",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202200,"CONNECTOR,PG,AL,QUAIL/AW,2-BOLTS",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202202,"GRIP,GUY,PREF,GS,840MM LG,65 KN,YELLOW",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202211,"CHANNEL,FUSE CUTOUT MTG,GS,125X65X2600MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202219,"BOLT,MACH,GS,20MM DIA,285MM LG,HEX",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202222,"BOLT,EYE,GS,16MM DIA,255MM LG,SHOULDER",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202223,"BOLT,EYE,GS,16MM DIA,275MM LG,SHOULDER",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202227,"BOLT,EYE,GS,20MM DIA,365MM LG,SHOULDER",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202236,"CONNECTOR,PG,70SQMM CU,70SQMM AL,2-BOLT",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202237,"CONNECTOR,PG,70SQMM CU,120SQMM AL,2-BOLT",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908202241,"WIRE,GROUNDING,STL,10SQMMX20M LG",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908302001,"SWITCH,OHD,BYPASS-REG,13.8KV,400A,552MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908302003,"SWITCH,OHD,BYPASS-REG,33KV,400A,825MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908302005,"SWITCH,OHD,BYPASS-REG,33KV,400A,1320MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908302007,"SWITCH,OHD,DISC-REG,13.8KV,400A,552MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908302010,"SWITCH,OHD,DISC-REG,33KV,400A,1320MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908302015,"SWITCH,OHD,BYPASS-REC,33KV,400A,1320MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908313009,"CABINET,LV,200A,PMT,200A MCB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908313010,"CABINET,LV,400A,PMT,2X200A MCB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908313011,"CABINET,LV,300A,PMT,300A MCB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908313012,"CABINET,LV,400A,PMT,400A MCB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908313013,"CABINET,LV,600A,PMT,3X200A MCB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908317120,"PANEL,DIST,OD,AL,400/230V,3000A,10CB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908318103,"PANEL,DIST,OD,AL,1600A,8CK,6MCCB 400A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908321012,"RMU,SF6,13.8KV,400A,CB,3WAY,NON-EXT,OTDR",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908321014,"RMU,SF6,13.8KV,400A,CB,4WAY,NON-EXT,OTDR",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908321016,"SWGR,GAS,13.8KV,400A,CB,4WAY,2+2,OUTD",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908322001,"RMU,METERED,SF6 INSLT,33KV,170KV,2SW+1CB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908322002,"RMU,METERED,SF6 INSLT,33KV,170KV,3SW+1CB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908322005,"RMU,METERED,SF6INSLT,13.8KV,95KV,2SW+1CB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908322006,"RMU,METERED,SF6INSLT,13.8KV,95KV,3SW+1CB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908325001,"RMU, METERED,SF6 INSLT, 36KV, 2SW+1CB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908325002,"RMU, METERED,SF6 INSLT, 13.8KV, 2SW+1CB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908326001,"RMU, METERED,SF6 INSLT, 34.5KV, 2SW+1CB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908327001,"SWGR,RMU,INDR,NE,2LBS+1CB,33KV,3 P,60HZ",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908327002,"SWGR,RMU,INDR,NE,3LBS+1CB,33KV,3 P,60HZ",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908327003,"SWGR,RMU,INDR,NE,2LBS+2CB,33KV,3 P,60HZ",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908327006,"SWGR,RMU,ODTR,NE,2LBS+2CB,33KV,3 P,60HZ",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908331001,"RECLOSER,33KV,560A,170KV BIL,825MM CRP",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908331002,"RECLOSER,33KV,560A,170KV BIL,1320MM CRP",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908331005,"RECLOSER,13.8KV,560A,345MM CRP",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908342031,"FUSE,POWER,17.5KV,31.5A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908342032,"FUSE,POWER,17.5KV,50A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908342034,"FUSE,PWR,17.5KV,100A,FE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908342035,"FUSE.POWER,17.5KV,125A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908342036,"FUSE,HI-RUPTURE CAP,CRMC,500V,200A,KBLD",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908371001,"MCCB,750VAC,30A,3P,220/127&380/220V",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908371005,"MCCB750VAC,200A,3P,220/127&380/220V",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908371006,"MCCB750VAC,300A,3P,220/127&380/220V",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908371007,"MCCB750VAC,400A,3P,220/127&380/220V",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908371008,"MCCB,750VAC,500A,3P,W/ LOCK",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908371011,"BREAKER,CRCT,MC,750V,ABS POLE,20 A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908371012,"BREAKER,CRCT,MC,750V,3 POLE,40 A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908371013,"BREAKER,CRCT,MC,750V,3 POLE,50 A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908371014,"BREAKER,CRCT,MC,750V,3 POLE,70 A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908371015,"BREAKER,CRCT,MC,750V,3 POLE,125A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908371016,"BREAKER,CRCT,MC,750V,3 POLE,250 A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908371017,"BREAKER,CRCT,MC,750V,ABS POLE,600 A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908371018,"BREAKER,CRCT,MC,750V,ABS POLE,800A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908371019,"BREAKER,CRCT,MC,750V,ABS POLE,1000 A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908372001,"MCCB750VAC,400A,220/127&380/220V,W/O KEY",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908373001,"MCCB750VAC,200A,220/127&380/220V,W/O KEY",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908383000,LV DIGITAL PANEL METER,shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908402102,"METER,ESERV,DIG,CT,133/230/400V,1.5(6)A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908402204,"METER,ESERV,DIG,400/230/133V,20(160)A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908421008,"LOCK:EQUIPMENT,METER SEAL,PLASTIC/STL,19",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908431006,"CAPACITOR BANK,600KVAR,15KV,110KV BIL,FX",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908431008,"CAPB,SWITCHED,600KVAR,15KV,552MM CRP",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908431010,"CAPACITOR BANK,900KVAR,15KV,110KV BIL,FX",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908431020,"CAPACITOR BANK,600KVAR,36KV,200KV BIL,FX",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908431022,"CAPACITOR BANK,900KVAR,36KV,200KV BIL,FX",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908431032,"CAPACITOR:BANK,1200 (3X400)KVAR, 200 BIL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908432006,"VOLTAGE REGULATOR,200 A,15KV,1P,552MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908432008,"VOLTAGE REGULATOR,300 A,15KV,1P,552MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908432010,"VOLTAGE REGULATOR,400 A,15KV,1P,552MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908432012,"VOLTAGE REGULATOR,100A,36KV,1P,1320MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908432016,"VOLTAGE REGULATOR,200A,36KV,1P,1320MM",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908501001,"TFMR,CT,LV,200/5A,10VA",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908501002,"TFMR,CT,LV,300/5A,10VA",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908501003,"TFMR,CT,LV,400/5A,10VA",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908501004,"TFMR,CT,LV,500/5A,10VA",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908501005,"TFMR,CT,LV,600/5A,10VA",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908501006,"TFMR,CT,LV,800/5A,10VA",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908501007,"TFMR,CT,LV,1500/5A,10VA,SOLID CORE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908501008,"TFMR,CT,LV,3000/5A,10VA,SOLID CORE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908501009,"TFMR,CT,LV,4000/5A,10VA,SOLID CORE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908501109,"TFMR,CT,LV,4000/5A,10VA,SPLIT CORE",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908501111,"TFMR,CUR,720V,250:5A AR,60HZ,CL0.5",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908501112,"TFMR,CUR,0.72/3/6 KV,150:5 A AR,60HZ,0.5",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908513001,"TFMR,PL,100KVA,13.8KX400/230V,110KVB,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908513003,"TFMR,PD,1.5MVA,13.8KX400/230V,110KVB,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908513004,"TFMR,PF,200KVA,13.8KX400/230V,110KVB,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908513006,"TFMR,PF,300KVA,13.8KX400/230V,110KVB,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908513007,"TFMR,PD,500KVA,13.8KX400/230V,110KVB,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908513017,"TFMR,PD,1MVA,33KX400/230V,200KVB,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908513018,"TFMR,PD,1.5MVA,33KX400/230V,200KVB,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908513019,"TFMR,PF,200KVA,33KX400/230V,200KVB,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908513020,"TFMR,PD,300KVA,33KX400/230V,200KVB,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908513021,"TFMR,PF,300KVA,33KX400/230V,200KVB,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908513022,"TFMR,PD,500KVA,33KX400/230V,200KVB,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908513024,"TFMR,PD,1MVA,34.5KX400/230V,170KV,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908513025,"TFMR,PD,1.5MVA,34.5KX400/230/133V,170KAL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908513026,"TFMR,PF,200KVA,34.5KX400/230V,170KVB,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908513027,"TFMR,PF,300KVA,34.5KX400/230V,170KVB,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908513028,"TFMR,PD,500KVA,34.5KX400/230V,170KVB,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908514001,"TFMR,PL,100KVA,13.8KX400/230/133V,110KAL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908514003,"TFMR,PD,1.5MVA,13.8KX400/230/133V,110KAL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908514004,"TFMR,PF,200KVA,13.8KX400/230/133V,110KAL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908514006,"TFMR,PF,300KVA,13.8KX400/230/133V,110KAL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908514012,"TFMR,PL,100KVA,33KX400/230/133V,200KV,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908514014,"TFMR,PF,200KVA,33KX400/230/133V,200KV,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908514016,"TFMR,PF,300KVA,33KX400/230/133V,200KV,AL",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908567018,"TFMR,U/S,500KVA,AL,13.8KV,400/231/133V,6",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908567022,"TFMR,U/S,500KVAAL,13.8KV,400/231/133V,16",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908567023,"TFMR,U/S,1MVAAL,13.8KV,400/231/133V,30",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908569100,"TFMR,U/S,500KVA,13.8KV,400/230V,4CK,2MCC",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908569104,"TFMR,U/S,1500KVA,AL,13.8KV,400/230V,2500",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908569105,"TFMR,U/S,1.5MVA,13.8KV,400/230V,10CK,8MC",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908569107,"TFMR,U/S,500KVA,AL,13.8KV,400/230V,800A",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908569114,"TFMR,U/S,1MVA,13.8KV,400/230V,8CK,6MCCB",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
908569115,"TFMR,U/S,1000KVA,AL,13.8KV,400/230V,1600",shubham.kumbhar@dynatechconsultancy.com,manish.soni@dynatechconsultancy.com,
